qualifying_noise,race_pace_noise,start_swing_slots,strategy_swing_slots,winner_logloss
0.55,0.6000000000000001,1.5999999999999999,2.0,1.8582135541241411
0.5304652333228033,0.6000000000000001,1.5999999999999999,2.0,1.8567222286839733
0.55,0.5817425910955634,1.5999999999999999,2.0,1.8570161618683532
0.55,0.6000000000000001,1.5413573494916624,2.0,1.856392101426379
0.55,0.6000000000000001,1.5999999999999999,1.9540601451987303,1.8585777981932508
0.5401679797021056,0.5908238220279016,1.5705020132239558,2.046473602438296,1.8562263130282493
0.535300392329658,0.5862712756975611,1.5558853314296741,2.0934619214752006,1.8550350114232217
0.532878752804874,0.584003943118321,1.5486102309255718,2.046473602438296,1.8549949774590944
0.5244670400614805,0.576115472213086,1.5233226314974824,2.0699046530383836,1.8547979458221715
0.5202986445123924,0.5994237266365351,1.5107814548541598,2.081667667426281,1.8558272116640306
0.5343913267456629,0.5808961289730102,1.4674295369103596,2.123082121293073,1.854331219614622
0.5363624097301053,0.5715014655291826,1.4039957835440537,2.1858906255950403,1.8526364352486986
0.5087459881983991,0.5668439137300436,1.4549811639630728,2.217590579405455,1.8522223241612206
0.489023439302834,0.5507533380195344,1.4130466828388473,2.329981584493362,1.8517435125913881
0.5217287076410109,0.5436389561884554,1.4359579987730522,2.2574799460823884,1.8516006249486556
0.5224448485876988,0.5171918020327655,1.3995119611179678,2.3475631990922174,1.851701089941755
0.5004724488260434,0.5353183931691897,1.336915226286621,2.329016951432115,1.850211715719064
0.48372745195640293,0.5110890284276709,1.2360066774143514,2.450371078636536,1.851935934469502
0.49906478635725465,0.5251097876021975,1.2784149436665226,2.488139697750416,1.8538597541714816
0.5053248781070623,0.5375408688549158,1.3368350370784499,2.380897976971256,1.852467909691853
0.47322922021755864,0.5132200309005264,1.3566600638835313,2.46558298610751,1.8513671783816956
0.48655107489601884,0.5336518402258196,1.4348480317232801,2.3094847610295455,1.8502689517055801
0.5015235961780625,0.5124949865793815,1.368382332397172,2.3499366063202647,1.8513478121012508
0.46045155715410857,0.5040959362080267,1.3136765023904171,2.4706891830611974,1.8500168420987924
0.432082360049637,0.4851704463413113,1.2554129801346792,2.5795558359286805,1.8496471533850911
0.4857352452758268,0.5194950159141152,1.3389522291587088,2.3176291881213498,1.8488295460456856
0.49208617573411634,0.5226541952240853,1.330160307985287,2.244894298722652,1.8492114632062402
0.45077586431670047,0.5237583403577346,1.3129550040940594,2.4163786507889013,1.8498645996734477
0.44735794895320546,0.4981557602141112,1.1945600584201725,2.511780586040611,1.8489166268156705
0.4105119900403946,0.47880626647885166,1.214381532676113,2.584456984975951,1.8478983891270981
0.3710326308590533,0.4523807935537581,1.1563366595941955,2.714776596162718,1.8463599565547044
0.4144879859818734,0.45479391627900445,1.160353624722128,2.6446150116653278,1.8484177494804659
0.4236464379933075,0.47592540918783577,1.1676050068792787,2.5124580733203077,1.8455814044411676
0.4194820763391108,0.4713562672869702,1.125480547471865,2.4790916596559627,1.8445953981316492
0.3960002320849659,0.45063005921719024,1.19178175481856,2.5637600363756645,1.8455933741881647
0.32776893162919835,0.4012627670905805,0.9968214701942172,2.890195351766352,1.8451466021757703
0.34287751774767716,0.4319398849092526,1.072302954866064,2.6775441247163347,1.84320668959628
0.31164063222781685,0.42088442109298346,1.030277130086621,2.6940387219989272,1.8407871673061658
0.3513895054912953,0.41881955895616574,1.015184061727008,2.5972942840850757,1.840985831618011
0.3098740051397934,0.4052485378074074,0.9057622381733873,2.765695673071213,1.84238086364645
0.36424896714191285,0.45724945036773523,1.0370464234957306,2.382214391031231,1.836821733727594
0.383895606368276,0.4876070620001712,1.0576355763225207,2.1396307417282245,1.8388628808803962
0.2647325401635818,0.3829702724934051,0.8785077603323383,2.7400389247061643,1.838025526536958
0.33159611749225887,0.4336989907474828,1.0770843280167823,2.4415977608476007,1.8375707444677305
0.2840560937417177,0.42710577668639754,0.9915903909203077,2.5293798598066535,1.8370887827178664
0.30576881374044074,0.4281415756821171,0.9582759852396877,2.3538627465895674,1.8349511300810508
0.3028750823565785,0.4318103878112895,0.923830822546679,2.1895197381955422,1.832816088698424
0.38502676274194436,0.4981199839246737,1.1480360906061546,2.0461655617100503,1.838833203847564
0.2906850974697736,0.40935833033567337,0.9405367196140075,2.5607005725876477,1.83773129934774
0.35069105123868727,0.4669224590460774,1.0752306802885794,2.2126516630341726,1.8367319298185907
0.31617306203270285,0.45758649873411583,0.9380424159129243,2.2144178202556155,1.833861924816557
0.38919091654702753,0.4806745413530949,0.9921662905331142,1.982321629465509,1.8348874026073754
